ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
225,"Pyrroline-5-carboxylate reductase 1, mitochondrial",PYCR1,189498.0,M77836,P32322,P5CR1_HUMAN,2GER; 2GR9; 2GRA; 2IZZ; 5UAT; 5UAU; 5UAV; 5UAW; 5UAX; 6XOZ; 6XP0; 6XP1; 6XP2; 6XP3; 8DKG; 8TCU; 8TCV; 8TCW; 8TCX; 8TCY; 8TCZ; 8TD0; 8TD1; 8TD2; 8TD3; 8TD4; 8TD5; 8TD6; 8TD7; 8TD8; 8TD9; 8TDB; 8TDC; 8TDD; 8VRE,PYCR1,PYCR1,HGNC:9721,Humans,DB00157; DB00172
227,Alcohol dehydrogenase 1A,ADH1A,178092.0,M12271,P07327,ADH1A_HUMAN,1HSO; 1U3T,ADH1A,ADH1A,HGNC:249,Humans,DB00157; DB01213; DB02721; DB04065
228,"Tryptophan--tRNA ligase, cytoplasmic",WARS1,184657.0,M77804,P23381,SYWC_HUMAN,1O5T; 1R6T; 1R6U; 1ULH; 2AKE; 2AZX; 2DR2; 2QUH; 2QUI; 2QUJ; 2QUK; 5UJI; 5UJJ,WARS1,WARS,HGNC:12729,Humans,DB00150; DB01831; DB04537
230,"Tyrosine--tRNA ligase, cytoplasmic",YARS1,1184699.0,U40714,P54577,SYYC_HUMAN,1N3L; 1NTG; 1Q11; 4Q93; 4QBT; 5THH; 5THL; 7ROU,YARS1,YARS,HGNC:12840,Humans,DB00135; DB01766; DB02709; DB03978; DB07205; DB08371; DB08617
231,"Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial",ALDH6A1,7160985.0,AJ249994,Q02252,MMSA_HUMAN,8XXQ; 9IZU; 9IZV; 9IZW; 9IZX,ALDH6A1,ALDH6A1,HGNC:7179,Humans,DB00157
234,"Threonine--tRNA ligase 1, cytoplasmic",TARS1,1464742.0,M63180,P26639,SYTC_HUMAN,1WWT; 4HWT; 4P3N; 4TTV; 5XLN,TARS1,TARS,HGNC:11572,Humans,DB00156
243,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",NDUFB5,2909854.0,AF047181,O43674,NDUB5_HUMAN,5XTC; 5XTD; 5XTH; 5XTI,NDUFB5,NDUFB5,HGNC:7700,Humans,DB00157
244,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",ALDH4A1,1353250.0,U24267,P30038,AL4A1_HUMAN,3V9G; 3V9H; 3V9I; 4OE5; 8RKQ; 8RKR,ALDH4A1,ALDH4A1,HGNC:406,Humans,DB00157
245,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,NDUFB10,4164442.0,AF044954,O96000,NDUBA_HUMAN,5XTC; 5XTD; 5XTH; 5XTI,NDUFB10,NDUFB10,HGNC:7696,Humans,DB00157
254,5'-AMP-activated protein kinase subunit beta-1,PRKAB1,2916800.0,AJ224515,Q9Y478,AAKB1_HUMAN,4CFE; 4CFF; 4ZHX; 5EZV; 5ISO; 6B1U; 6C9F; 6C9G; 6C9H; 6C9J; 7MYJ; 8BIK,PRKAB1,PRKAB1,HGNC:9378,Humans,DB00131; DB00331; DB00914; DB04462; DB04944; DB08039; DB08597; DB12509
259,"Beta-1,4-galactosyltransferase 1",B4GALT1,29424.0,X14085,P15291,B4GT1_HUMAN,2AE7; 2AEC; 2AES; 2AGD; 2AH9; 2FY7; 2FYA; 2FYB; 3EE5; 4EE3; 4EE4; 4EE5; 4EEA; 4EEG; 4EEM; 4EEO; 4L41; 6FWT; 6FWU,B4GALT1,B4GALT1,HGNC:924,Humans,DB00141; DB02696; DB03013; DB03501; DB03685; DB03814
262,Prostaglandin G/H synthase 2,PTGS2,291988.0,L15326,P35354,PGH2_HUMAN,5F19; 5F1A; 5IKQ; 5IKR; 5IKT; 5IKV; 5KIR,PTGS2,PTGS2,HGNC:9605,Humans,DB00132; DB00154; DB00159; DB00166; DB00233; DB00244; DB00316; DB00328; DB00461; DB00465; DB00469; DB00480; DB00482; DB00500; DB00533; DB00554; DB00573; DB00580; DB00586; DB00605; DB00712; DB00749; DB00784; DB00788; DB00795; DB00812; DB00814; DB00821; DB00861; DB00870; DB00936; DB00939; DB00945; DB00963; DB00991; DB01009; DB01014; DB01050; DB01283; DB01397; DB01399; DB01401; DB01404; DB01419; DB01435; DB01600; DB01628; DB02266; DB02709; DB03477; DB03756; DB03866; DB04552; DB04725; DB04743; DB04828; DB05095; DB05409; DB06682; DB06725; DB06736; DB06802; DB07477; DB08439; DB08910; DB08951; DB08981; DB09061; DB09084; DB09212; DB09213; DB09214; DB09215; DB09216; DB09217; DB09285; DB09288; DB09295; DB11071; DB11079; DB11201; DB11323; DB11327; DB11672; DB11752; DB12009; DB12150; DB12354; DB12378; DB12399; DB12445; DB13167; DB13308; DB13346; DB13501; DB13783; DB13961; DB14009; DB14011; DB14059; DB14060; DB16088; DB16159; DB16877; DB16950; DB18267; DB19283; DB19479; DB20173; DB20457; DB20632; DB20690; DB20715; DB20743; DB21002; DB21176; DB21699
263,Nitric oxide synthase 3,NOS3,189212.0,M93718,P29474,NOS3_HUMAN,1M9J; 1M9K; 1M9M; 1M9Q; 1M9R; 1NIW; 2LL7; 2MG5; 2N8J; 3EAH; 3NOS; 4D1O; 4D1P; 5UO8; 5UO9; 5UOA; 5UOB; 5UOC; 5VVB; 5VVC; 5VVD; 5XOF; 6AV6; 6AV7; 6CIE; 6CIF; 6NH1; 6NH2; 6NH3; 6NH4; 6NH5; 6NH6; 6NH7; 6NH8; 6NHF; 6POU; 6POV; 6POW; 6POX; 6POY; 6POZ; 6PP0; 6PP1; 6PP2; 6PP3; 6PP4; 7M56; 7TSG; 7TSH; 7TSI; 7TSK; 7TSL; 7TSM; 7TSN; 7TSO; 7TSP; 7UAO; 8FGN; 8FGO; 8FGP; 8FGQ; 8FGR; 8FGS; 8FGT; 8FGU; 8UFR; 8UFS; 8UFT; 8UFU,NOS3,NOS3,HGNC:7876,Humans,DB00125; DB00155; DB00360; DB00435; DB01110; DB01686; DB01821; DB01833; DB01997; DB02027; DB02044; DB02048; DB02077; DB02141; DB02207; DB02234; DB02325; DB02335; DB02589; DB02911; DB02979; DB02994; DB03065; DB03100; DB03144; DB03305; DB03332; DB03707; DB03910; DB03918; DB03953; DB03963; DB03974; DB04018; DB04223; DB04534; DB04559; DB05252; DB07001; DB07244; DB07388; DB08018; DB08019; DB08604; DB09237; DB11815; DB12750; DB14511; DB18267
268,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",MTHFD2,35071.0,X16396,P13995,MTDC_HUMAN,5TC4; 6JIB; 6JID; 6KG2; 6S4A; 6S4E; 6S4F; 7EHJ; 7EHM; 7EHN; 7EHV; 9IS9; 9ISC; 9IT3; 9IT6; 9ITA,MTHFD2,MTHFD2,HGNC:7434,Humans,DB00116; DB00157
272,NADH-ubiquinone oxidoreductase chain 4L,MT-ND4L,337197.0,J01415,P03901,NU4LM_HUMAN,5XTC; 5XTD,MT-ND4L,MT-ND4L,HGNC:7460,Humans,DB00157
284,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,NDUFB3,2909858.0,AF047183,O43676,NDUB3_HUMAN,5XTC; 5XTD; 5XTH; 5XTI,NDUFB3,NDUFB3,HGNC:7698,Humans,DB00157
287,4-trimethylaminobutyraldehyde dehydrogenase,ALDH9A1,1049219.0,U34252,P49189,AL9A1_HUMAN,6QAK; 6QAO; 6QAP; 6VR6; 6VWF,ALDH9A1,ALDH9A1,HGNC:412,Humans,DB00157
292,"Serine hydroxymethyltransferase, mitochondrial",SHMT2,746436.0,U23143,P34897,GLYM_HUMAN,4PVF; 5V7I; 5X3V; 6DK3; 6H3C; 6M5O; 6QVG; 6QVL; 6R8F; 7BYI; 8AQL; 8FJT; 8FJU; 8GKS; 8GKT; 8GKU; 8GKW; 8GKY; 8GKZ; 8QI7; 8SSJ; 8T4O; 8T4P; 8TLC; 9BOX,SHMT2,SHMT2,HGNC:10852,Humans,DB00114; DB00116; DB00145; DB11638
294,"Alanine--tRNA ligase, cytoplasmic",AARS1,1015321.0,D32050,P49588,SYAC_HUMAN,4XEM; 4XEO; 5KNN; 5T5S; 5T76; 5V59,AARS1,AARS,HGNC:20,Humans,DB00160
295,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,NDUFB4,4164446.0,AF044957,O95168,NDUB4_HUMAN,5XTC; 5XTD; 5XTH; 5XTI,NDUFB4,NDUFB4,HGNC:7699,Humans,DB00157
299,Sorbitol dehydrogenase,SORD,520450.0,U07361,Q00796,DHSO_HUMAN,1PL6; 1PL7; 1PL8,SORD,SORD,HGNC:11184,Humans,DB00157; DB04478
304,S-adenosylmethionine synthase isoform type-2,MAT2A,36327.0,X68836,P31153,METK2_HUMAN,2P02; 4KTT; 4KTV; 4NDN; 5A19; 5A1G; 5A1I; 5UGH; 6FAJ; 6FBN; 6FBO; 6FBP; 6FCB; 6FCD; 6FWB; 6G6R; 6P9V; 6WKB; 7BHR; 7BHS; 7BHT; 7BHU; 7BHV; 7BHW; 7BHX; 7KCC; 7KCE; 7KCF; 7KDA; 7KDB; 7L1A; 7LNH; 7RW5; 7RW7; 7RWG; 7RWH; 7RXV; 7RXW; 7RXX; 8AXZ; 8OOG; 8P1T; 8P1V; 8P1W; 8P4H; 8QDY; 8QDZ; 8QE0; 8QE1; 8QE2; 8QE3; 8XAM; 8XAR; 8XB0; 8XJ2,MAT2A,MAT2A,HGNC:6904,Humans,DB00118
305,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",NDUFA9,5326823.0,AF050641,Q16795,NDUA9_HUMAN,5XTB; 5XTD; 5XTH; 5XTI,NDUFA9,NDUFA9,HGNC:7693,Humans,DB00157; DB03147
307,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",NDUFS7,3342734.0,AC005329,O75251,NDUS7_HUMAN,5XTB; 5XTD; 5XTH; 5XTI,NDUFS7,NDUFS7,HGNC:7714,Humans,DB00157
310,Apoptotic protease-activating factor 1,APAF1,2330015.0,AF013263,O14727,APAF_HUMAN,1C15; 1CWW; 1CY5; 1Z6T; 2P1H; 2YGS; 3J2T; 3JBT; 3YGS; 4RHW; 5JUY; 5WVC; 5WVE; 8XQK,APAF1,APAF1,HGNC:576,Humans,DB00171
313,"NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial",NDUFC1,2909860.0,AF047184,O43677,NDUC1_HUMAN,5XTC; 5XTD; 5XTH; 5XTI,NDUFC1,NDUFC1,HGNC:7705,Humans,DB00157
316,Alanine--glyoxylate aminotransferase,AGXT,36582.0,X56092,P21549,AGT1_HUMAN,1H0C; 1J04; 2YOB; 3R9A; 4CBR; 4CBS; 4I8A; 4KXK; 4KYO; 5F9S; 5HHY; 5LUC; 5OFY; 5OG0; 6RV0; 6RV1; 7NS7,AGXT,AGXT,HGNC:341,Humans,DB00114; DB00133; DB00145; DB00160; DB02079; DB04083; DB08060
317,3-hydroxyacyl-CoA dehydrogenase type-2,HSD17B10,2558754.0,U96132,Q99714,HCD2_HUMAN,1SO8; 1U7T; 2O23; 7ONU; 8CBK; 8CBL; 8CBM; 8CBO; 8RR1; 8RR3; 8RR4; 9EY0; 9EY1; 9EY2; 9GCH,HSD17B10,HSD17B10,HGNC:4800,Humans,DB00157; DB02820; DB09568
321,GMP synthase [glutamine-hydrolyzing],GMPS,595410.0,U10860,P49915,GUAA_HUMAN,2VPI; 2VXO,GMPS,GMPS,HGNC:4378,Humans,DB00142
323,Cystathionine beta-synthase,CBS,388716.0,L19501,P35520,CBS_HUMAN,1JBQ; 1M54; 4COO; 4L0D; 4L27; 4L28; 4L3V; 4PCU; 4UUU; 5MMS; 7QGT; 8S5H; 8S5I; 8S5J; 8S5K; 8S5L; 8S5M; 8STW,CBS,CBS,HGNC:1550,Humans,DB00114; DB00118; DB00133; DB00151; DB02079; DB18267
324,Thymidylate synthase,TYMS,37479.0,X02308,P04818,TYSY_HUMAN,1HVY; 1HW3; 1HW4; 1HZW; 1I00; 1JU6; 1JUJ; 1YPV; 2ONB; 2RD8; 2RDA; 3EAW; 3EBU; 3ED7; 3EDW; 3EF9; 3EGY; 3EHI; 3EJL; 3GG5; 3GH0; 3GH2; 3H9K; 3HB8; 3N5E; 3N5G; 3OB7; 4E28; 4FGT; 4G2O; 4G6W; 4GD7; 4GYH; 4H1I; 4JEF; 4KPW; 4O1U; 4O1X; 4UP1; 5HS3; 5WRN; 5X4W; 5X4X; 5X4Y; 5X5A; 5X5D; 5X5Q; 5X66; 5X67; 5X69; 6OJU; 6OJV; 6PF3; 6PF4; 6PF5; 6PF6; 6QXG; 6QXH; 6QYQ; 6R2E; 6ZXO,TYMS,TYMS,HGNC:12441,Humans,DB00293; DB00322; DB00432; DB00441; DB00544; DB00563; DB00642; DB01101; DB01643; DB03541; DB03800; DB04530; DB05116; DB05308; DB05457; DB06813; DB07577; DB08478; DB08479; DB08734; DB09256; DB09327; DB14859
325,Ribonucleoside-diphosphate reductase large subunit,RRM1,36065.0,X59543,P23921,RIR1_HUMAN,2WGH; 3HNC; 3HND; 3HNE; 3HNF; 4X3V; 5D1Y; 5TUS; 6AUI; 6L3R; 6L7L; 6LKM,RRM1,RRM1,HGNC:10451,Humans,DB00242; DB00441; DB00631; DB01005; DB01073; DB01280; DB05003; DB05420; DB06433; DB12948
329,11-beta-hydroxysteroid dehydrogenase 1,HSD11B1,179475.0,M76665,P28845,DHI1_HUMAN,1XU7; 1XU9; 2BEL; 2ILT; 2IRW; 2RBE; 3BYZ; 3BZU; 3CH6; 3CZR; 3D3E; 3D4N; 3D5Q; 3EY4; 3FCO; 3FRJ; 3H6K; 3HFG; 3OQ1; 3PDJ; 3QQP; 3TFQ; 4BB5; 4BB6; 4C7J; 4C7K; 4HFR; 4HX5; 4IJU; 4IJV; 4IJW; 4K1L; 4P38; 4YYZ; 5PGU; 5PGV; 5PGW; 5PGX; 5PGY; 5QII,HSD11B1,HSD11B1,HGNC:5208,Humans,DB00157; DB02329; DB03461; DB03814; DB04497; DB04652; DB05064; DB06992; DB07017; DB07049; DB07056; DB07310; DB07316; DB07619; DB07624; DB07866; DB08277; DB08280; DB08771; DB13751; DB14875; DB15588
330,Dihydrofolate reductase,DHFR,182724.0,J00140,P00374,DYR_HUMAN,1BOZ; 1DHF; 1DLR; 1DLS; 1DRF; 1HFP; 1HFQ; 1HFR; 1KMS; 1KMV; 1MVS; 1MVT; 1OHJ; 1OHK; 1PD8; 1PD9; 1PDB; 1S3U; 1S3V; 1S3W; 1U71; 1U72; 1YHO; 2C2S; 2C2T; 2DHF; 2W3A; 2W3B; 2W3M; 3EIG; 3F8Y; 3F8Z; 3F91; 3FS6; 3GHC; 3GHV; 3GHW; 3GI2; 3GYF; 3L3R; 3N0H; 3NTZ; 3NU0; 3NXO; 3NXR; 3NXT; 3NXV; 3NXX; 3NXY; 3NZD; 3OAF; 3S3V; 3S7A; 4DDR; 4G95; 4KAK; 4KBN; 4KD7; 4KEB; 4KFJ; 4M6J; 4M6K; 4M6L; 4QHV; 4QJC; 5HPB; 5HQY; 5HQZ; 5HSR; 5HSU; 5HT4; 5HT5; 5HUI; 5HVB; 5HVE; 5SD6; 5SD7; 5SD8; 5SD9; 5SDA; 5SDB; 6A7C; 6A7E; 6DAV; 6DE4; 6VCJ; 7ESE; 7XI7; 8WGN,DHFR,DHFR,HGNC:2861,Humans,DB00157; DB00205; DB00233; DB00440; DB00563; DB00642; DB00650; DB01157; DB02104; DB02427; DB02559; DB02583; DB02919; DB03060; DB03125; DB03351; DB03461; DB03695; DB03886; DB03987; DB06358; DB06813; DB07140; DB07141; DB07142; DB07144; DB08234; DB08406; DB08448; DB08642; DB19052
331,"Serine hydroxymethyltransferase, cytosolic",SHMT1,307422.0,L11931,P34896,GLYC_HUMAN,1BJ4; 6FL5; 6M5W; 7RJL; 7RJP; 8A11; 8R7H,SHMT1,SHMT1,HGNC:10850,Humans,DB00114; DB00116; DB00145; DB01055; DB02067; DB02800; DB02824
335,Cytochrome c oxidase subunit 1,MT-CO1,13006.0,V00662,P00395,COX1_HUMAN,5Z62,MT-CO1,MT-CO1,HGNC:7419,Humans,DB02659; DB04464; DB09140
338,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,NDUFB1,5326820.0,AF050638,O75438,NDUB1_HUMAN,5XTC; 5XTD; 5XTH; 5XTI,NDUFB1,NDUFB1,HGNC:7695,Humans,DB00157
341,Beta-adrenergic receptor kinase 1,GRK2,288308.0,X61157,P25098,ARBK1_HUMAN,1BAK; 3CIK; 3KRW; 3KRX; 3V5W; 4MK0; 4PNK; 5HE1; 5UKK; 5UKL; 5UUU; 5UVC; 5WG3; 5WG4; 5WG5; 6C2Y; 6U7C; 7K7L; 7K7Z; 7PWD,GRK2,ADRBK1,HGNC:289,Humans,DB00171
347,"Glycine amidinotransferase, mitochondrial",GATM,545385.0,S68805,P50440,GATM_HUMAN,1JDW; 1JDX; 2JDW; 2JDX; 3JDW; 4JDW; 5JDW; 6JDW; 7JDW; 8JDW; 9JDW,GATM,GATM,HGNC:4175,Humans,DB00129; DB00145; DB02068; DB02530; DB04185; DB04454
348,NADH-ubiquinone oxidoreductase chain 6,MT-ND6,2052367.0,J01415,P03923,NU6M_HUMAN,5XTC; 5XTD,MT-ND6,MT-ND6,HGNC:7462,Humans,DB00157
351,Diamine oxidase [copper-containing],AOC1,177960.0,M55602,P19801,AOC1_HUMAN,3HI7; 3HIG; 3HII; 3K5T; 3MPH,AOC1,ABP1,HGNC:80,Humans,DB00594; DB01373; DB03608; DB05383
355,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCLG2,133777003.0,BC007716,Q96I99,SUCB2_HUMAN,6WCV; 7MSR; 7MSS; 7MST; 8Z02; 8Z03,SUCLG2,SUCLG2,HGNC:11450,Humans,DB12695
359,ALK tyrosine kinase receptor,ALK,2454168.0,U62540,Q9UM73,ALK_HUMAN,2KUP; 2KUQ; 2XB7; 2XBA; 2XP2; 2YFX; 2YHV; 2YJR; 2YJS; 2YS5; 2YT2; 3AOX; 3L9P; 3LCS; 3LCT; 4ANL; 4ANQ; 4ANS; 4CCB; 4CCU; 4CD0; 4CLI; 4CLJ; 4CMO; 4CMT; 4CMU; 4CNH; 4CTB; 4CTC; 4DCE; 4FNW; 4FNX; 4FNY; 4FNZ; 4FOB; 4FOC; 4FOD; 4JOA; 4MKC; 4TT7; 4Z55; 5A9U; 5AA8; 5AA9; 5AAA; 5AAB; 5AAC; 5FTO; 5FTQ; 5IMX; 5IUG; 5IUH; 5IUI; 5KZ0; 5VZ5; 6AT9; 6CDT; 6E0R; 6EBW; 6EDL; 6MX8; 7BTT; 7JY4; 7JYR; 7JYS; 7JYT; 7LRZ; 7LS0; 7MZW; 7MZY; 7N00; 7NWZ; 7NX3; 7NX4; 7R7K; 7R7R; 8ARJ; 9G5I; 9GBE,ALK,ALK,HGNC:427,Humans,DB00171; DB08865; DB09063; DB11363; DB11986; DB12010; DB12130; DB12141; DB12267; DB12729; DB13104; DB14860
360,All-trans-retinol dehydrogenase [NAD(+)] ADH4,ADH4,178121.0,M15943,P08319,ADH4_HUMAN,3COS,ADH4,ADH4,HGNC:252,Humans,DB00157; DB03559
363,"Tyrosine--tRNA ligase, mitochondrial",YARS2,4680649.0,AF132939,Q9Y2Z4,SYYM_HUMAN,2PID; 3ZXI,YARS2,YARS2,HGNC:24249,Humans,DB00135
367,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,NDUFA8,5326825.0,AF044953,P51970,NDUA8_HUMAN,5XTC; 5XTD; 5XTH; 5XTI,NDUFA8,NDUFA8,HGNC:7692,Humans,DB00157
370,Riboflavin kinase,RFK,7023634.0,AK002011,Q969G6,RIFK_HUMAN,1NB0; 1NB9; 1P4M; 1Q9S,RFK,RFK,HGNC:30324,Humans,DB00140; DB03247
372,Glycine N-methyltransferase,GNMT,8671584.0,AF101477,Q14749,GNMT_HUMAN,1R74; 2AZT,GNMT,GNMT,HGNC:4415,Humans,DB00118; DB00145; DB01752
376,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,NDUFB6,3800740.0,AF035840,O95139,NDUB6_HUMAN,5XTC; 5XTD; 5XTH; 5XTI,NDUFB6,NDUFB6,HGNC:7701,Humans,DB00157
377,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,1483511.0,X96752,Q16836,HCDH_HUMAN,1F0Y; 1F12; 1F14; 1F17; 1IL0; 1LSJ; 1LSO; 1M75; 1M76; 2HDH; 3HAD; 3RQS,HADH,HADH,HGNC:4799,Humans,DB00157; DB03059; DB03612; DB09568
382,"Dihydroorotate dehydrogenase (quinone), mitochondrial",DHODH,555594.0,M94065,Q02127,PYRD_HUMAN,1D3G; 1D3H; 2B0M; 2BXV; 2FPT; 2FPV; 2FPY; 2FQI; 2PRH; 2PRL; 2PRM; 2WV8; 3F1Q; 3FJ6; 3FJL; 3G0U; 3G0X; 3KVJ; 3KVK; 3KVL; 3KVM; 3U2O; 3W7R; 3ZWS; 3ZWT; 4IGH; 4JGD; 4JS3; 4JTS; 4JTT; 4JTU; 4LS0; 4LS1; 4LS2; 4OQV; 4RK8; 4RKA; 4RLI; 4RR4; 4YLW; 4ZL1; 4ZMG; 5H2Z; 5H73; 5HIN; 5HQE; 5K9C; 5K9D; 5MUT; 5MVC; 5MVD; 5TCE; 5ZF4; 5ZF7; 5ZF8; 5ZF9; 5ZFA; 5ZFB; 6CJF; 6CJG; 6ET4; 6FMD; 6GK0; 6IDJ; 6J3B; 6J3C; 6JMD; 6JME; 6LP6; 6LP7; 6LP8; 6LZL; 6M2B; 6OC0; 6OC1; 6QU7; 6SYP; 6VND; 7K2U; 7Z6C; 8DHF; 8DHG; 8DHH; 8K4F; 8RAK; 8VHL; 8VHM; 8YHR; 9BKM; 9BKN; 9BKO; 9DHG; 9DHH; 9DHI; 9DHJ; 9I2Y,DHODH,DHODH,HGNC:2867,Humans,DB01097; DB01117; DB02262; DB02613; DB03247; DB03480; DB03523; DB03604; DB04147; DB04281; DB04583; DB05125; DB06481; DB07443; DB07559; DB07561; DB07646; DB07975; DB07976; DB07977; DB07978; DB08006; DB08008; DB08169; DB08172; DB08249; DB08880; DB15446; DB21498
383,"Aspartate aminotransferase, mitochondrial",GOT2,179104.0,M22632,P00505,AATM_HUMAN,5AX8; 8SKR,GOT2,GOT2,HGNC:4433,Humans,DB00114; DB00128; DB00142; DB00151; DB02783
397,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,306897.0,M34192,P26440,IVD_HUMAN,1IVH; 8SGR,IVD,IVD,HGNC:6186,Humans,DB03147; DB04036
400,All-trans-retinol dehydrogenase [NAD(+)] ADH1B,ADH1B,178098.0,M24317,P00325,ADH1B_HUMAN,1DEH; 1HDX; 1HDY; 1HDZ; 1HSZ; 1HTB; 1U3U; 1U3V; 3HUD,ADH1B,ADH1B,HGNC:250,Humans,DB00157; DB01213; DB02481; DB02721; DB03461; DB03703; DB04105; DB09462
401,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,NDUFA7,4164452.0,AF050637,O95182,NDUA7_HUMAN,5XTB; 5XTD; 5XTH; 5XTI,NDUFA7,NDUFA7,HGNC:7691,Humans,DB00157
406,"Carnitine O-palmitoyltransferase 1, liver isoform",CPT1A,755646.0,L39211,P50416,CPT1A_HUMAN,2LE3,CPT1A,CPT1A,HGNC:2328,Humans,DB00583; DB01016; DB01074
407,S-adenosylmethionine synthase isoform type-1,MAT1A,220066.0,D49357,Q00266,METK1_HUMAN,2OBV; 6SW5; 6SW6; 8SWA,MAT1A,MAT1A,HGNC:6903,Humans,DB00118; DB03191; DB03611
410,"Creatine kinase S-type, mitochondrial",CKMT2,338237.0,J05401,P17540,KCRS_HUMAN,4Z9M,CKMT2,CKMT2,HGNC:1996,Humans,DB00148; DB13191
424,"Ornithine aminotransferase, mitochondrial",OAT,189329.0,M12267,P04181,OAT_HUMAN,1GBN; 1OAT; 2BYJ; 2BYL; 2CAN; 2OAT; 5VWO; 6HX7; 6OIA; 6V8C; 6V8D; 7JX9; 7LK0; 7LK1; 7LNM; 7LOM; 7LON; 7T9Z; 7TA0; 7TA1; 7TED; 7TEV; 7TFP; 8EZ1; 8V9M,OAT,OAT,HGNC:8091,Humans,DB00114; DB00129; DB02054; DB02821
425,L-lactate dehydrogenase A chain,LDHA,34313.0,X02152,P00338,LDHA_HUMAN,1I10; 4AJP; 4JNK; 4L4R; 4L4S; 4M49; 4OJN; 4OKN; 4QO7; 4QO8; 4QSM; 4QT0; 4R68; 4R69; 4RLS; 4ZVV; 5IXS; 5IXY; 5W8H; 5W8I; 5W8J; 5W8K; 5W8L; 5ZJD; 5ZJE; 5ZJF; 6BAD; 6BAG; 6BAX; 6BAZ; 6BB0; 6BB1; 6BB2; 6BB3; 6MV8; 6MVA; 6Q0D; 6Q13; 6SBU; 6SBV; 6ZZR; 7M2N; 8FW6; 9BK2; 9BK3,LDHA,LDHA,HGNC:6535,Humans,DB00157; DB02483; DB02701; DB03940; DB09118; DB09130; DB11638; DB17635
427,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial",NDUFB2,4164454.0,AF050639,O95178,NDUB2_HUMAN,5XTC; 5XTD; 5XTH; 5XTI,NDUFB2,NDUFB2,HGNC:7697,Humans,DB00157
428,RAC-alpha serine/threonine-protein kinase,AKT1,190828.0,M63167,P31749,AKT1_HUMAN,1H10; 1UNP; 1UNQ; 1UNR; 2UVM; 2UZR; 2UZS; 3CQU; 3CQW; 3MV5; 3MVH; 3O96; 3OCB; 3OW4; 3QKK; 3QKL; 3QKM; 4EJN; 4EKK; 4EKL; 4GV1; 5KCV; 6BUU; 6CCY; 6HHF; 6HHG; 6HHH; 6HHI; 6HHJ; 6NPZ; 6S9W; 6S9X; 7APJ; 7MYX; 7NH4; 7NH5; 8JOW; 8UVY; 8UW2; 8UW7; 8UW9; 8ZPU,AKT1,AKT1,HGNC:391,Humans,DB00171; DB01169; DB01645; DB01863; DB02709; DB03777; DB04462; DB05424; DB05971; DB06486; DB06641; DB07584; DB07585; DB08073; DB08568; DB11648; DB11743; DB12218; DB12429; DB12795; DB14982; DB15399; DB15431
434,Serine/threonine-protein kinase A-Raf,ARAF,1340152.0,X04790,P10398,ARAF_HUMAN,1WXM; 2MSE; 9AXM,ARAF,ARAF,HGNC:646,Humans,DB00171; DB15254; DB15266
435,Tyrosine-protein kinase ABL2,ABL2,178993.0,M35296,P42684,ABL2_HUMAN,2ECD; 2KK1; 2XYN; 3GVU; 3HMI; 3ULR; 4EIH; 5NP3; 5NP5,ABL2,ABL2,HGNC:77,Humans,DB00171; DB01254; DB05184; DB07664; DB12010
438,Aldo-keto reductase family 1 member C4,AKR1C4,4261710.0,S68287,P17516,AK1C4_HUMAN,2FVL,AKR1C4,AKR1C4,HGNC:387,Humans,DB00157
441,Serine palmitoyltransferase 1,SPTLC1,2564247.0,Y08685,O15269,SPTC1_HUMAN,6M4N; 6M4O; 7CQI; 7CQK; 7K0I; 7K0J; 7K0K; 7K0L; 7K0M; 7K0N; 7K0O; 7K0P; 7K0Q; 7YIU; 7YIY; 7YJ1; 7YJ2,SPTLC1,SPTLC1,HGNC:11277,Humans,DB00114; DB00133
450,Leucine carboxyl methyltransferase 1,LCMT1,6580758.0,AF037601,Q9UIC8,LCMT1_HUMAN,3IEI; 3O7W; 3P71,LCMT1,LCMT1,HGNC:17557,Humans,DB00149
