ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
51,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,HSD3B1,306889,M27137,P14060,3BHS1_HUMAN,,HSD3B1,HSD3B1,HGNC:5217,Humans,DB00157; DB01108; DB01536; DB14538; DB14539; DB14540; DB14541; DB14542; DB14543; DB14544
52,Cationic amino acid transporter 4,SLC7A4,4378940,AJ000730,O43246,CTR4_HUMAN,,SLC7A4,SLC7A4,HGNC:11062,Humans,DB00123; DB00125
55,Glycine receptor subunit beta,GLRB,992687,U33267,P48167,GLRB_HUMAN,5BKF; 5BKG; 7KUY; 7L31; 8DN2; 8DN3; 8DN4; 8DN5,GLRB,GLRB,HGNC:4329,Humans,DB00145; DB00431; DB01956; DB05417; DB06741; DB06743; DB06745; DB06746; DB06747; DB11582; DB15954
57,Neuraminidase,NA,324460,K01150,P06818,NRAM_I79A0,,,,,Influenza A virus (strain A/Bangkok/1/1979 H3N2),DB00558; DB06614
58,Matrix metalloproteinase-9,MMP9,177205,J05070,P14780,MMP9_HUMAN,1GKC; 1GKD; 1ITV; 1L6J; 2OVX; 2OVZ; 2OW0; 2OW1; 2OW2; 4H1Q; 4H2E; 4H3X; 4H82; 4HMA; 4JIJ; 4JQG; 4WZV; 4XCT; 5CUH; 5I12; 5TH6; 5TH9; 5UE3; 5UE4; 6ESM; 8K5V; 8K5W; 8K5X; 8K5Y,MMP9,MMP9,HGNC:7176,Humans,DB00143; DB00786; DB01017; DB01197; DB01593; DB01949; DB02255; DB03683; DB05387; DB05495; DB05820; DB06423; DB07117; DB07145; DB07246; DB07285; DB07556; DB07926; DB08490; DB11672; DB12296; DB12843; DB14487; DB14533; DB14548; DB15375
59,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,HSD3B2,184401,M67466,P26439,3BHS2_HUMAN,,HSD3B2,HSD3B2,HGNC:5218,Humans,DB00157; DB01108
60,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,190786,M24486,P13674,P4HA1_HUMAN,1TJC; 2V5F; 2YQ8; 4BT8; 4BT9; 4BTA; 4BTB,P4HA1,P4HA1,HGNC:8546,Humans,DB00126; DB00172; DB01275; DB20345; DB20553
61,Cannabinoid receptor 1,CNR1,29915,X54937,P21554,CNR1_HUMAN,1LVQ; 1LVR; 2B0Y; 2KOE; 2MZ2; 2MZ3; 2MZA; 5TGZ; 5U09; 5XR8; 5XRA; 6KPG; 6KQI; 6N4B; 7FEE; 7V3Z; 7WV9; 8GAG; 8GHV; 8IKG; 8IKH; 8K8J; 8WRZ; 8WU1; 9B54; 9B65; 9B9Y; 9B9Z; 9BA0; 9ERX,CNR1,CNR1,HGNC:2159,Humans,DB00470; DB00486; DB01083; DB02955; DB05077; DB05201; DB05750; DB06155; DB06624; DB09061; DB09288; DB11745; DB11755; DB12649; DB13070; DB13119; DB13495; DB13950; DB14009; DB14011; DB14737; DB16495; DB18908; DB21051
62,Type-1 angiotensin II receptor,AGTR1,179122,M91464,P30556,AGTR1_HUMAN,4YAY; 4ZUD; 6DO1; 6OS0; 6OS1; 6OS2,AGTR1,AGTR1,HGNC:336,Humans,DB00177; DB00275; DB00678; DB00796; DB00876; DB00966; DB01029; DB01342; DB01347; DB01349; DB05739; DB06763; DB08822; DB09279; DB11842; DB12199; DB12548; DB13919; DB20100; DB20140; DB20229; DB20355
63,"Serine--tRNA ligase, cytoplasmic",SARS1,1050527,X91257,P49591,SYSC_HUMAN,3VBB; 4L87; 4RQE; 4RQF; 8P7B; 8P7C; 8P7D,SARS1,SARS,HGNC:10537,Humans,DB00133
64,Prostaglandin E2 receptor EP1 subtype,PTGER1,410209,L22647,P34995,PE2R1_HUMAN,,PTGER1,PTGER1,HGNC:9593,Humans,DB00297; DB00429; DB00770; DB00905; DB00917; DB00929; DB01088; DB02056; DB09211; DB11507; DB12789; DB15071; DB16148; DB20983
65,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",DLAT,35360,Y00978,P10515,ODP2_HUMAN,1FYC; 1Y8N; 1Y8O; 1Y8P; 2DNE; 2PNR; 2Q8I; 3B8K; 3CRK; 3CRL; 6CT0; 6H55; 8PIU,DLAT,DLAT,HGNC:2896,Humans,DB00157; DB03758; DB03760
66,B-lymphocyte antigen CD20,MS4A1,29774,X12530,P11836,CD20_HUMAN,2OSL; 3BKY; 3PP4; 6VJA; 6Y90; 6Y92; 6Y97; 6Y9A; 8VGN; 8VGO,MS4A1,MS4A1,HGNC:7315,Humans,DB00073; DB00078; DB00081; DB06650; DB08935; DB09336; DB11850; DB11988; DB13881; DB15434; DB16371; DB16672; DB16684; DB17991
67,Nitric oxide synthase 1,NOS1,642526,U17327,P29475,NOS1_HUMAN,4D1N; 4UCH; 4UH5; 4UH6; 4V3U; 5ADF; 5ADG; 5ADI; 5FVU; 5FVV; 5FVW; 5FVX; 5UO1; 5UO2; 5UO3; 5UO4; 5UO5; 5UO6; 5UO7; 5VUV; 5VUW; 5VUX; 5VUY; 5VUZ; 5VV0; 5VV1; 5VV2; 5VV3; 5VV4; 5VV5; 6AUY; 6AUZ; 6AV0; 6AV1; 6AV2; 6AV3; 6AV4; 6AV5; 6CIC; 6CID; 6NG1; 6NG2; 6NG4; 6NG5; 6NG6; 6NG7; 6NG8; 6NGA; 6NGB; 6NGC; 6NGD; 6NGE; 6NGF; 6NGH; 6NGI; 6NHB; 6NHC; 6PNA; 6PNB; 6PNC; 6PND; 6PNE; 6PNF; 6PNG; 6PNH; 6PO5; 6PO7; 6PO8; 6PO9; 6POA; 6POB; 6POC; 6POT; 7TS1; 7TS2; 7TS3; 7TS4; 7TS5; 7TS6; 7TS7; 7TS8; 7UAM; 7US7; 7US8; 8BI8; 8BI9; 8FGF; 8FGG; 8FGH; 8FGI; 8FGJ; 8FGK; 8FGL; 8FGM; 8UFP; 8UFQ,NOS1,NOS1,HGNC:7872,Humans,DB00155; DB00843; DB01221; DB01821; DB01942; DB01997; DB02027; DB02044; DB02077; DB02143; DB02207; DB02335; DB02644; DB02727; DB02991; DB03144; DB03147; DB03247; DB03305; DB03449; DB03461; DB03707; DB03710; DB03892; DB03953; DB04223; DB04497; DB06096; DB07002; DB07405; DB08018; DB08019; DB09241; DB14511; DB18267
68,L-lactate dehydrogenase B chain,LDHB,1200083,X13794,P07195,LDHB_HUMAN,1I0Z; 1T2F; 7DBJ; 7DBK; 8QDE,LDHB,LDHB,HGNC:6541,Humans,DB00157; DB02401; DB03940; DB09118; DB11638
69,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,219918,D90228,P24752,THIL_HUMAN,2F2S; 2IB7; 2IB8; 2IB9; 2IBU; 2IBW; 2IBY,ACAT1,ACAT1,HGNC:93,Humans,DB00795; DB04812; DB09061; DB14009; DB14011
70,Group 10 secretory phospholipase A2,PLA2G10,2289237,U95301,O15496,PA2GX_HUMAN,1LE6; 1LE7; 4UY1; 5G3M; 5OW8; 5OWC; 6G5J,PLA2G10,PLA2G10,HGNC:9029,Humans,DB05737; DB13893; DB13894
71,Peroxisome proliferator-activated receptor alpha,PPARA,307341,L02932,Q07869,PPARA_HUMAN,1I7G; 1K7L; 1KKQ; 2NPA; 2P54; 2REW; 2ZNN; 3ET1; 3FEI; 3G8I; 3KDT; 3KDU; 3SP6; 3VI8; 4BCR; 4CI4; 5AZT; 5HYK; 6KAX; 6KAY; 6KAZ; 6KB0; 6KB1; 6KB2; 6KB3; 6KB4; 6KB5; 6KB6; 6KB7; 6KB8; 6KB9; 6KBA; 6KXX; 6KXY; 6KYP; 6L36; 6L37; 6L38; 6L96; 6LX4; 6LX5; 6LX6; 6LX7; 6LX8; 6LX9; 6LXA; 6LXB; 6LXC; 7BPY; 7BPZ; 7BQ0; 7BQ1; 7BQ2; 7BQ3; 7BQ4; 7C6Q; 7E5F; 7E5G; 7E5H; 7E5I; 8HUK; 8HUN; 8HUQ; 8RCE,PPARA,PPARA,HGNC:9232,Humans,DB00132; DB00159; DB00197; DB00313; DB00328; DB00573; DB00636; DB01039; DB01050; DB01118; DB01241; DB01393; DB01708; DB01890; DB02266; DB02709; DB02746; DB03017; DB03193; DB03756; DB03796; DB04224; DB04519; DB04557; DB04971; DB05187; DB05416; DB06510; DB06521; DB06533; DB06536; DB07215; DB07724; DB08231; DB08915; DB09006; DB09064; DB09198; DB09213; DB09422; DB11133; DB11605; DB12007; DB12511; DB12662; DB12961; DB12988; DB13873; DB13961; DB14801; DB15212; DB16027; DB16332; DB16495; DB17939; DB19023; DB19312; DB20300; DB20556; DB20909
72,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2,10934059,AB050049,Q9HCC0,MCCB_HUMAN,8J4Z; 8J73; 8J78; 8J7D; 8J99; 8JAK; 8JAW; 8JXL; 8JXM; 8JXN; 8K2V; 8XL6; 8XL7; 8XL8,MCCC2,MCCC2,HGNC:6937,Humans,DB00121
73,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",AASS,7264724,AF229180,Q9UDR5,AASS_HUMAN,5L76; 5L78; 5O1N; 5O1O; 5O1P; 8DDA; 8E8T; 8E8U; 8E8V,AASS,AASS,HGNC:17366,Humans,DB00142; DB00157; DB02338; DB04207
74,Nuclear receptor subfamily 0 group B member 1,NR0B1,786532,U31929,P51843,NR0B1_HUMAN,4RWV,NR0B1,NR0B1,HGNC:7960,Humans,DB01234; DB14649
75,Growth hormone receptor,GHR,31738,X06562,P10912,GHR_HUMAN,1A22; 1AXI; 1HWG; 1HWH; 1KF9; 2AEW; 3HHR; 5OEK; 5OHD; 6I5J; 6I5N,GHR,GHR,HGNC:4263,Humans,DB00052; DB00082; DB06388; DB09098; DB14960; DB15093; DB16220; DB18238
76,SEC14-like protein 4,SEC14L4,27803380,AY158085,Q9UDX3,S14L4_HUMAN,4TLG,SEC14L4,SEC14L4,HGNC:20627,Humans,DB00163
77,Hypoxanthine-guanine phosphoribosyltransferase,HPRT1,306885,M31642,P00492,HPRT_HUMAN,1BZY; 1D6N; 1HMP; 1Z7G; 2VFA; 3GEP; 3GGC; 3GGJ; 4IJQ; 4KN6; 4RAB; 4RAC; 4RAD; 4RAN; 4RAO; 4RAQ; 5BRN; 5BSK; 5HIA; 5W8V; 6BNJ; 7SAN; 8TPY,HPRT1,HPRT1,HGNC:5157,Humans,DB01033; DB01632; DB02309; DB03153; DB04356
78,Retinoic acid receptor RXR-beta,RXRB,30448,X63522,P28702,RXRB_HUMAN,1H9U; 1UHL; 5HJP; 5I4V; 5KYA; 5KYJ; 7A78,RXRB,RXRB,HGNC:10478,Humans,DB00210; DB00307; DB00459; DB00523; DB00755; DB00799; DB00926; DB01393; DB01941; DB02746; DB03756; DB07080; DB07929; DB08175
79,Cysteine sulfinic acid decarboxylase,CSAD,4894558,AF116546,Q9Y600,CSAD_HUMAN,2JIS,CSAD,CSAD,HGNC:18966,Humans,DB00114; DB00151
80,Tryptophan 5-hydroxylase 2,TPH2,27497159,AY098914,Q8IWU9,TPH2_HUMAN,4V06; 7QRI; 7WIY,TPH2,TPH2,HGNC:20692,Humans,DB12095
81,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUFA10,4191348,AF087661,O95299,NDUAA_HUMAN,5XTC; 5XTD; 5XTH; 5XTI,NDUFA10,NDUFA10,HGNC:7684,Humans,DB00157
82,Creatine kinase B-type,CKB,180572,M16451,P12277,KCRB_HUMAN,3B6R; 3DRB; 3DRE; 6V9H; 7BF1; 7TUN,CKB,CKB,HGNC:1991,Humans,DB00148; DB13191
83,CAMPATH-1 antigen,CD52,29646,X62466,P31358,CD52_HUMAN,6OBD,CD52,CD52,HGNC:1804,Humans,DB00087
84,5-hydroxytryptamine receptor 4,HTR4,2661757,Y12505,Q13639,5HT4R_HUMAN,5EM9; 7XT8; 7XT9; 7XTA,HTR4,HTR4,HGNC:5299,Humans,DB00320; DB00604; DB00904; DB01079; DB01233; DB04873; DB04917; DB05542; DB05905; DB06422; DB06480; DB08810; DB08839; DB11675; DB12675; DB12702; DB12725; DB12798; DB12853; DB20267; DB20324; DB20532; DB20737; DB21114
85,Ferritin light chain,FTL,182514,M11147,P02792,FRIL_HUMAN,2FFX; 2FG4; 2FG8; 3KXU; 4V6B; 5LG8; 6TR9; 6TS0; 6TS1; 6TSA; 6TSF; 6TSJ; 6WX6,FTL,FTL,HGNC:3999,Humans,DB00893; DB02285; DB09147; DB09517; DB13995
86,Histidine ammonia-lyase,HAL,451210,D16626,P42357,HUTH_HUMAN,,HAL,HAL,HGNC:4806,Humans,DB00117
87,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,190074,L06419,Q02809,PLOD1_HUMAN,,PLOD1,PLOD1,HGNC:9081,Humans,DB00126
88,Pyruvate kinase PKM,PKM,189998,M23725,P14618,KPYM_HUMAN,1T5A; 1ZJH; 3BJF; 3BJT; 3G2G; 3GQY; 3GR4; 3H6O; 3ME3; 3SRD; 3SRF; 3SRH; 3U2Z; 4B2D; 4FXF; 4FXJ; 4G1N; 4JPG; 4QG6; 4QG8; 4QG9; 4QGC; 4RPP; 4WJ8; 4YJ5; 5X0I; 5X1V; 5X1W; 6B6U; 6GG3; 6GG4; 6GG5; 6GG6; 6JFB; 6NU1; 6NU5; 6NUB; 6TTF; 6TTH; 6TTI; 6TTQ; 6V74; 6V75; 6V76; 6WP3; 6WP4; 6WP5; 6WP6; 7L21; 8G2E; 8HGF; 8HMQ; 8HMR; 8HMS; 8HMU; 8X4R,PKM,PKM2,HGNC:9021,Humans,DB00119; DB01733; DB02726; DB07628; DB07692; DB07697; DB08951; DB09130; DB11263; DB11638; DB12088
89,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,NDUFS5,2911482,AF047434,O43920,NDUS5_HUMAN,5XTC; 5XTD; 5XTH; 5XTI,NDUFS5,NDUFS5,HGNC:7712,Humans,DB00157
90,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,487738,U04270,Q12809,KCNH2_HUMAN,1BYW; 1UJL; 2L0W; 2L1M; 2L4R; 2LE7; 2N7G; 4HP9; 4HQA; 5VA1; 5VA2; 5VA3; 6SYG; 8IO4; 8IO5; 8IOB; 8ZYN; 8ZYO; 8ZYP; 8ZYQ; 9CHP; 9CHQ; 9CHR; 9CHS,KCNH2,KCNH2,HGNC:6251,Humans,DB00176; DB00199; DB00204; DB00252; DB00276; DB00280; DB00308; DB00342; DB00455; DB00457; DB00458; DB00472; DB00477; DB00489; DB00537; DB00557; DB00604; DB00637; DB00661; DB00675; DB00679; DB00836; DB00908; DB01026; DB01035; DB01074; DB01100; DB01136; DB01142; DB01149; DB01162; DB01182; DB01195; DB01211; DB01218; DB01244; DB04855; DB04957; DB06144; DB06217; DB06457; DB11090; DB11186; DB11386; DB11633; DB11642; DB12082; DB12306; DB12714; DB16351; DB19257
91,"DNA topoisomerase I, mitochondrial",TOP1MT,15919359,AF349031,Q969P6,TOP1M_HUMAN,,TOP1MT,TOP1MT,HGNC:29787,Humans,DB00762; DB01030
92,Muscarinic acetylcholine receptor M1,CHRM1,34451,X52068,P11229,ACM1_HUMAN,5CXV; 6OIJ; 6WJC; 6ZFZ; 6ZG4; 6ZG9,CHRM1,CHRM1,HGNC:1950,Humans,DB00185; DB00193; DB00209; DB00219; DB00245; DB00246; DB00280; DB00332; DB00334; DB00340; DB00342; DB00354; DB00363; DB00376; DB00383; DB00387; DB00392; DB00408; DB00411; DB00420; DB00424; DB00434; DB00458; DB00462; DB00477; DB00483; DB00496; DB00505; DB00508; DB00517; DB00543; DB00572; DB00622; DB00670; DB00725; DB00747; DB00767; DB00771; DB00782; DB00804; DB00805; DB00809; DB00810; DB00835; DB00875; DB00907; DB00934; DB00940; DB00942; DB00979; DB00986; DB01019; DB01036; DB01062; DB01069; DB01085; DB01142; DB01148; DB01151; DB01175; DB01224; DB01231; DB01233; DB01238; DB01239; DB01403; DB01409; DB01591; DB01618; DB02010; DB03128; DB04365; DB04843; DB05152; DB05592; DB05752; DB05766; DB06153; DB06421; DB06702; DB06709; DB06787; DB07425; DB08897; DB09076; DB09089; DB09128; DB09167; DB09185; DB09262; DB11156; DB11181; DB11235; DB11504; DB12278; DB13262; DB13581; DB13720; DB13820; DB14185; DB15357; DB16911; DB18954; DB19508; DB19967; DB20049; DB21101
93,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",NDUFS6,3348137,AF044959,O75380,NDUS6_HUMAN,5XTB; 5XTD; 5XTH; 5XTI,NDUFS6,NDUFS6,HGNC:7713,Humans,DB00157
94,Sodium-dependent multivitamin transporter,SLC5A6,5006439,AF116241,Q9Y289,SC5A6_HUMAN,,SLC5A6,SLC5A6,HGNC:11041,Humans,DB00166; DB08872
95,Cannabinoid receptor 2,CNR2,407807,X74328,P34972,CNR2_HUMAN,2KI9; 5ZTY; 6KPC; 6KPF; 6PT0; 8GUQ; 8GUR; 8GUS; 8GUT; 8X3L,CNR2,CNR2,HGNC:2160,Humans,DB00470; DB00486; DB02955; DB06202; DB09061; DB11755; DB11903; DB13119; DB13950; DB14009; DB14011; DB14043; DB14998; DB16321; DB16854; DB20045; DB21051; DB21587
96,Methylsterol monooxygenase 1,MSMO1,1408206,U60205,Q15800,MSMO1_HUMAN,,MSMO1,SC4MOL,HGNC:10545,Humans,DB00157
97,Mitochondrial basic amino acids transporter,SLC25A29,28193150,BX247983,Q8N8R3,S2529_HUMAN,,SLC25A29,SLC25A29,HGNC:20116,Humans,DB00583
98,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,189760,M34479,P11177,ODPB_HUMAN,1NI4; 2OZL; 3EXE; 3EXF; 3EXG; 3EXH; 3EXI; 6CER; 6CFO,PDHB,PDHB,HGNC:8808,Humans,DB00119; DB00157
99,Cysteinyl leukotriene receptor 2,CYSLTR2,9663958,AB038269,Q9NS75,CLTR2_HUMAN,,CYSLTR2,CYSLTR2,HGNC:18274,Humans,DB00716; DB08855; DB11858; DB20934
100,L-lactate dehydrogenase A-like 6B,LDHAL6B,12331000,AY009108,Q9BYZ2,LDH6B_HUMAN,,LDHAL6B,LDHAL6B,HGNC:21481,Humans,DB00157
101,S-adenosylmethionine decarboxylase proenzyme,AMD1,178518,M21154,P17707,DCAM_HUMAN,1I72; 1I79; 1I7B; 1I7C; 1I7M; 1JEN; 1JL0; 1MSV; 3DZ2; 3DZ3; 3DZ4; 3DZ5; 3DZ6; 3DZ7; 3EP3; 3EP4; 3EP5; 3EP6; 3EP7; 3EP8; 3EP9; 3EPA; 3EPB; 3H0V; 3H0W,AMD1,AMD1,HGNC:457,Humans,DB00118; DB01917; DB03754; DB08163; DB12967; DB20551
102,"Alanine--glyoxylate aminotransferase 2, mitochondrial",AGXT2,12406973,AJ292204,Q9BYV1,AGT2_HUMAN,,AGXT2,AGXT2,HGNC:14412,Humans,DB00114; DB00119; DB00145; DB00160
103,"Peptidoglycan D,D-transpeptidase MrdA",mrdA,1572976,L42023,P44469,MRDA_HAEIN,,,,,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),DB00303
104,Ketimine reductase mu-crystallin,CRYM,1066343,L02950,Q14894,CRYM_HUMAN,2I99,CRYM,CRYM,HGNC:2418,Humans,DB05235
105,Sterol O-acyltransferase 1,SOAT1,4878022,L21934,P35610,SOAT1_HUMAN,6L47; 6L48; 6P2J; 6P2P; 6VUM,SOAT1,SOAT1,HGNC:11177,Humans,DB00973; DB01094; DB16254
106,Organic cation/carnitine transporter 2,SLC22A5,3273741,AF057164,O76082,S22A5_HUMAN,,SLC22A5,SLC22A5,HGNC:10969,Humans,DB00583
107,Cell adhesion molecule CEACAM1,CEACAM1,179440,J03858,P13688,CEAM1_HUMAN,2GK2; 4QXW; 4WHD; 5DZL; 6AW2; 6GBG; 6GBH; 6V3P; 6XNO; 6XNT; 6XNW; 6XO1; 7MU8; 7RPP; 8CXJ,CEACAM1,CEACAM1,HGNC:1814,Humans,DB00113
109,N-acylglucosamine 2-epimerase,RENBP,220053,D10232,P51606,RENBP_HUMAN,,RENBP,RENBP,HGNC:9959,Humans,DB00141
110,P2Y purinoceptor 12,P2RY12,12083902,AF313449,Q9H244,P2Y12_HUMAN,4NTJ; 4PXZ; 4PY0; 7PP1; 7XXI,P2RY12,P2RY12,HGNC:18124,Humans,DB00208; DB00374; DB00758; DB01240; DB05553; DB06209; DB06350; DB06441; DB08816; DB15163; DB16349; DB16833
111,Diamine acetyltransferase 1,SAT1,338392,M77693,P21673,SAT1_HUMAN,2B3U; 2B3V; 2B4B; 2B4D; 2B58; 2B5G; 2F5I; 2FXF; 2G3T; 2JEV,SAT1,SAT1,HGNC:10540,Humans,DB04633
112,Histamine H2 receptor,HRH2,184088,M64799,P25021,HRH2_HUMAN,7UL3; 8POK; 8YN3; 8YN4; 8YUT,HRH2,HRH2,HGNC:5183,Humans,DB00272; DB00321; DB00408; DB00434; DB00501; DB00585; DB00751; DB00768; DB00797; DB00863; DB00927; DB00940; DB00972; DB01069; DB01142; DB01238; DB05369; DB05381; DB06216; DB08805; DB08806; DB09185; DB12884; DB13760; DB19970; DB20379; DB20406; DB20648; DB21220
113,DNA polymerase beta,POLB,292397,L11607,P06746,DPOLB_HUMAN,1BPX; 1BPY; 1BPZ; 1MQ2; 1MQ3; 1TV9; 1TVA; 1ZJM; 1ZJN; 1ZQA; 1ZQB; 1ZQC; 1ZQD; 1ZQE; 1ZQF; 1ZQG; 1ZQH; 1ZQI; 1ZQJ; 1ZQK; 1ZQL; 1ZQM; 1ZQN; 1ZQO; 1ZQP; 1ZQQ; 1ZQR; 1ZQS; 1ZQT; 2FMP; 2FMQ; 2FMS; 2I9G; 2ISO; 2ISP; 2P66; 2PXI; 3C2K; 3C2L; 3C2M; 3GDX; 3ISB; 3ISC; 3ISD; 3JPN; 3JPO; 3JPP; 3JPQ; 3JPR; 3JPS; 3JPT; 3LK9; 3MBY; 3OGU; 3RH4; 3RH5; 3RH6; 3RJE; 3RJF; 3RJG; 3RJH; 3RJI; 3RJJ; 3RJK; 3TFR; 3TFS; 4DO9; 4DOA; 4DOB; 4DOC; 4F5N; 4F5O; 4F5P; 4F5Q; 4F5R; 4GXI; 4GXJ; 4GXK; 4JWM; 4JWN; 4KLD; 4KLE; 4KLF; 4KLG; 4KLH; 4KLI; 4KLJ; 4KLL; 4KLM; 4KLO; 4KLQ; 4KLS; 4KLT; 4KLU; 4LVS; 4M2Y; 4M47; 4M9G; 4M9H; 4M9J; 4M9L; 4M9N; 4MF2; 4MF8; 4MFA; 4MFC; 4MFF; 4NLK; 4NLN; 4NLZ; 4NM1; 4NM2; 4NXZ; 4NY8; 4O5C; 4O5E; 4O5K; 4O9M; 4P2H; 4PGQ; 4PGX; 4PGY; 4PH5; 4PHA; 4PHD; 4PHE; 4PHP; 4PPX; 4R63; 4R64; 4R65; 4R66; 4RPX; 4RPY; 4RPZ; 4RQ0; 4RQ1; 4RQ2; 4RQ3; 4RQ4; 4RQ5; 4RQ6; 4RQ7; 4RQ8; 4RT2; 4RT3; 4TUP; 4TUQ; 4TUR; 4TUS; 4UAW; 4UAY; 4UAZ; 4UB1; 4UB2; 4UB3; 4UB4; 4UB5; 4UBB; 4UBC; 4YMM; 4YMN; 4YMO; 4YN4; 4Z6C; 4Z6D; 4Z6E; 4Z6F; 5BOL; 5BOM; 5BPC; 5DB6; 5DB7; 5DB8; 5DB9; 5DBA; 5DBB; 5DBC; 5EOZ; 5HHH; 5HHI; 5J0O; 5J0P; 5J0Q; 5J0R; 5J0S; 5J0T; 5J0U; 5J0W; 5J0X; 5J0Y; 5J29; 5J2A; 5J2B; 5J2C; 5J2D; 5J2E; 5J2F; 5J2G; 5J2H; 5J2I; 5J2J; 5J2K; 5TB8; 5TB9; 5TBA; 5TBB; 5TBC; 5TZV; 5U2R; 5U2S; 5U2T; 5U8G; 5U8H; 5U8I; 5U9H; 5UGN; 5UGO; 5UGP; 5V1F; 5V1G; 5V1H; 5V1I; 5V1J; 5V1N; 5V1O; 5V1P; 5V1R; 5VEZ; 5VRW; 5VRX; 5VRY; 5VRZ; 5VS0; 5VS1; 5VS2; 5VS3; 5VS4; 5WNX; 5WNY; 5WNZ; 5WO0; 6BEL; 6BEM; 6BTE; 6BTF; 6CLY; 6CPQ; 6CR3; 6CR4; 6CR5; 6CR6; 6CR7; 6CR8; 6CR9; 6CRB; 6CRC; 6CRH; 6CTI; 6CTJ; 6CTK; 6CTL; 6CTM; 6CTN; 6CTO; 6CTP; 6CTQ; 6CTR; 6CTT; 6CTU; 6CTV; 6CTW; 6CTX; 6CU9; 6CUA; 6CUB; 6DIA; 6DIC; 6E3R; 6E3V; 6E3W; 6E3X; 6G2Q; 6MR7; 6MR8; 6N2R; 6N2S; 6N2T; 6NKR; 6NKS; 6NKT; 6NKU; 6NKV; 6NKW; 6NKX; 6NKY; 6NKZ; 6NL0; 6PH5; 6PH6; 6PKZ; 6U2O; 6U6B; 6UOK; 6UOL; 6UOM; 6W2M; 7ICE; 7ICF; 7ICG; 7ICH; 7ICI; 7ICJ; 7ICK; 7ICL; 7ICM; 7ICN; 7ICO; 7ICP; 7ICQ; 7ICR; 7ICS; 7ICT; 7ICU; 7ICV; 7K96; 7K97; 7MZ0; 7MZ1; 7MZ2; 7MZ3; 7MZ4; 7MZ8; 7RBE; 7RBF; 7RBG; 7RBH; 7RBI; 7RBJ; 7RBK; 7RBL; 7RBM; 7RBN; 7RBO; 7S9J; 7S9K; 7S9L; 7S9M; 7S9N; 7S9O; 7S9P; 7S9Q; 8ICA; 8ICB; 8ICC; 8ICE; 8ICF; 8ICG; 8ICH; 8ICI; 8ICJ; 8ICK; 8ICL; 8ICM; 8ICN; 8ICO; 8ICP; 8ICQ; 8ICR; 8ICS; 8ICT; 8ICU; 8ICV; 8ICW; 8ICX; 8ICY; 8ICZ; 8VF8; 8VF9; 8VFA; 8VFB; 8VFC; 8VFD; 8VFE; 8VFF; 8VFG; 8VFH; 8VFI; 8VFJ; 9DWG; 9DWH; 9DWI; 9DWK; 9DWM; 9ICA; 9ICB; 9ICC; 9ICE; 9ICF; 9ICG; 9ICH; 9ICI; 9ICJ; 9ICK; 9ICL; 9ICM; 9ICN; 9ICO; 9ICP; 9ICQ; 9ICR; 9ICS; 9ICT; 9ICU; 9ICV; 9ICW; 9ICX; 9ICY,POLB,POLB,HGNC:9174,Humans,DB00987; DB01592; DB03222; DB07479; DB12151; DB14488; DB14489; DB14490; DB14491; DB14501; DB16071
114,Quinone-dependent D-lactate dehydrogenase,dld,145753,M10038,P06149,DLD_ECOLI,1F0X,,,,Escherichia coli (strain K12),DB00756; DB03147
115,Adenine phosphoribosyltransferase,APRT,28819,Y00486,P07741,APT_HUMAN,1ORE; 1ZN7; 1ZN8; 1ZN9; 4X44; 4X45; 6FCH; 6FCI; 6FCL; 6FD4; 6FD5; 6FD6; 6HGP; 6HGQ; 6HGR; 6HGS,APRT,APRT,HGNC:626,Humans,DB00173; DB01632; DB03506; DB04272
116,Evolved beta-galactosidase subunit alpha,ebgA,145821,M64441,P06864,BGA2_ECOLI,,,,,Escherichia coli (strain K12),DB00581
117,Prostacyclin synthase,PTGIS,10944956,D38145,Q16647,PTGIS_HUMAN,2IAG; 3B6H,PTGIS,PTGIS,HGNC:9603,Humans,DB00812; DB01240; DB08675
